brand,name,shifterPartNumber,shifterName,shifterBrand,shifterSpeeds,shifterCablePull,shifterType,shifterSide,derailleurPartNumber,derailleurName,derailleurBrand,derailleurDesignSpeeds,derailleurPullRatio,derailleurSupportsMultipleFrontChainrings,cassettePartNumber,cassetteName,cassetteBrand,cassetteSpeeds,cassettePitch,cassetteMinMaxToothAvailable,cassetteMaxToothAvailable,confidence,supported,confidence_too_low,max_chain_angle_too_high,barrel_adjuster_too_low,least_pull_too_low,not_enough_range_on_derailleur,smallest_cassette_too_big_official_max_tooth,smallest_cassette_too_big_unofficial_max_tooth,smallest_cassette_too_big_with_goat_link,smallest_cassette_too_big,maxChainAngle,motionMultiplier
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,0.028274641784558244,False,True,False,False,False,False,False,,,False,0.6261630891789908,1.077991687362658
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,0.0007983478130730668,False,True,False,False,False,False,False,,,False,1.0325977601129694,1.102491498439082
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,0.3683091862618592,False,False,False,False,False,False,False,,,False,0.039211495090559094,1.0126588578255273
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,0.6079460224659723,False,False,False,False,False,False,False,,,False,0.08415283222851484,1.0208254615176686
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,0.07157702124373608,False,False,False,False,False,False,False,,,False,0.09878603101521798,0.9936034492105307
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,1.2151401033373635e-30,False,True,True,False,False,False,False,,,False,2.233934932363006,1.2734491951742561
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,1.1576048230151084e-23,False,True,True,False,False,False,False,,,False,2.2829390554502558,1.2420060051699537
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,1.2151401033373635e-30,False,True,True,False,False,False,False,,,False,2.8464811547033593,1.2734491951742561
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,2.562134859290076e-24,False,True,True,False,False,False,False,,,False,2.268722547220493,1.2451503241703838
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,1.2151401033373635e-30,False,True,True,False,False,False,False,,,False,2.8279109188252645,1.2734491951742561
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,6.376411267233317e-11,False,True,True,False,False,False,False,,,False,1.8441365660599074,1.1696866681600577
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,2.926106122060323e-12,False,True,True,False,False,False,False,,,False,1.9849901730724604,1.1791196251613485
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/12-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,3.960809859351356e-08,False,True,True,False,False,False,True,,,True,2.191874375216142,1.1476764351570456
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano 105 11-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-5800,105,Shimano,11,1.45,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,7.202159256490499e-06,False,True,True,False,False,False,True,,,True,1.6113415492901002,1.1264494332999806
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano 105 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-5800,105,Shimano,11,1.45,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,0.0015200563633314995,False,True,False,False,False,False,False,,,False,1.102457870232579,1.0986358670456602
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano 105 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-5800,105,Shimano,11,1.45,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,7.202159256490499e-06,False,True,True,False,False,False,True,,,True,1.8505572570163344,1.1264494332999806
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano 105 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-5800,105,Shimano,11,1.45,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,0.0009582476561156151,False,True,False,False,False,False,False,,,False,1.059551063803755,1.1014172236710922
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano 105 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-5800,105,Shimano,11,1.45,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,7.202159256490499e-06,False,True,True,False,False,False,False,,,False,1.8295939485923232,1.1264494332999806
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano 105 11-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-5800,105,Shimano,11,1.45,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,0.8869284464314378,False,False,False,False,False,False,False,,,False,0.042501615773565544,1.034664664660723
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano 105 11-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-5800,105,Shimano,11,1.45,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,0.5911078922836837,False,False,False,False,False,False,False,,,False,0.23192277400423114,1.0430087345370191
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano 105 11-Speed derailleur/12-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-5800,105,Shimano,11,1.45,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,0.43564599890556815,False,False,False,False,False,False,True,,,True,0.0,1.0151951682826985
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 10-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U6020-10,CUES,Shimano,10,1.06,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,1.0136472395283266e-129,False,True,True,False,False,False,False,,,False,5.3343092851091995,1.5428976031926653
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 10-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U6020-10,CUES,Shimano,10,1.06,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,1.9583989670467658e-111,False,True,True,False,False,False,False,,,False,5.781061196764126,1.5048013660767972
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 10-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U6020-10,CUES,Shimano,10,1.06,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,1.0136472395283266e-129,False,True,True,False,False,False,False,,,False,6.4663721518860005,1.5428976031926653
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 10-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U6020-10,CUES,Shimano,10,1.06,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,3.3632283015469414e-113,False,True,True,False,False,False,False,,,False,5.7515501500136885,1.508610989788384
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 10-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U6020-10,CUES,Shimano,10,1.06,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,1.0136472395283266e-129,False,True,True,False,False,False,False,,,False,6.445501083263031,1.5428976031926653
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 10-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U6020-10,CUES,Shimano,10,1.06,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,9.992855394640353e-75,False,True,True,False,False,False,False,,,False,5.38969681112458,1.4171800207103002
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 10-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U6020-10,CUES,Shimano,10,1.06,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,4.3100296305607613e-79,False,True,True,False,False,False,False,,,False,5.553594941361449,1.4286088918450606
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 10-Speed derailleur/12-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U6020-10,CUES,Shimano,10,1.06,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,4.922719215513782e-65,False,True,True,False,False,False,True,,,True,6.030128685212023,1.3905126547291922
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 9-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U4020,CUES,Shimano,9,1.11,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,2.472558332752894e-94,False,True,True,False,False,False,False,,,False,5.016278108571211,1.466174240963861
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 9-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U4020,CUES,Shimano,9,1.11,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,1.2741642253797438e-79,False,True,True,False,False,False,False,,,False,5.305421659817207,1.4299724078536422
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 9-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U4020,CUES,Shimano,9,1.11,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,2.472558332752894e-94,False,True,True,False,False,False,True,,,True,6.011945612578203,1.466174240963861
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 9-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U4020,CUES,Shimano,9,1.11,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,4.912220739223599e-81,False,True,True,False,False,False,False,,,False,5.268304999766213,1.433592591164664
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 9-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U4020,CUES,Shimano,9,1.11,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,2.472558332752894e-94,False,True,True,False,False,False,False,,,False,5.991115978000967,1.466174240963861
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 9-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U4020,CUES,Shimano,9,1.11,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,1.3066528371176115e-50,False,True,True,False,False,False,False,,,False,4.745015574064314,1.3467081917001391
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 9-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U4020,CUES,Shimano,9,1.11,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,5.169533702595952e-54,False,True,True,False,False,False,False,,,False,4.911272153378847,1.3575687416332045
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano CUES 9-Speed derailleur/12-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-U4020,CUES,Shimano,9,1.11,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,4.0861547636624695e-43,False,True,True,False,False,False,True,,,True,4.995891756319503,1.3213669085229858
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M4120,Deore,Shimano,11,1.07,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,5.096155186993498e-118,False,True,True,False,False,False,False,,,False,5.282011610067105,1.5188615969034813
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M4120,Deore,Shimano,11,1.07,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,6.972788501635322e-101,False,True,True,False,False,False,False,,,False,5.462050403356289,1.481358841424383
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M4120,Deore,Shimano,11,1.07,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,5.096155186993498e-118,False,True,True,False,False,False,False,,,False,6.146077213090984,1.5188615969034813
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M4120,Deore,Shimano,11,1.07,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,1.553363640783791e-102,False,True,True,False,False,False,False,,,False,5.429279439260836,1.4851091169722928
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M4120,Deore,Shimano,11,1.07,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,5.096155186993498e-118,False,True,True,False,False,False,False,,,False,6.125633500903807,1.5188615969034813
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M4120,Deore,Shimano,11,1.07,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,1.1834273060101155e-66,False,True,True,False,False,False,False,,,False,5.308374404798134,1.395102503822457
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M4120,Deore,Shimano,11,1.07,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,1.042238141691139e-70,False,True,True,False,False,False,False,,,False,5.480773588678054,1.4063533304661864
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/12-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M4120,Deore,Shimano,11,1.07,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,1.1419913580802246e-57,False,True,True,False,False,False,True,,,True,5.60826840737686,1.368850574987088
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M5120,Deore,Shimano,11,1.1,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,2.344987157839117e-100,False,True,True,False,False,False,False,,,False,4.389152359389515,1.4801566127525694
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M5120,Deore,Shimano,11,1.1,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,5.159608821334875e-85,False,True,True,False,False,False,False,,,False,4.674988899676412,1.4436095358944814
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M5120,Deore,Shimano,11,1.1,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,2.344987157839117e-100,False,True,True,False,False,False,False,,,False,5.2860621179130245,1.4801566127525694
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M5120,Deore,Shimano,11,1.1,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,1.7247906404065676e-86,False,True,True,False,False,False,False,,,False,4.646388242098319,1.44726424358029
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M5120,Deore,Shimano,11,1.1,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,2.344987157839117e-100,False,True,True,False,False,False,False,,,False,5.26738204289277,1.4801566127525694
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M5120,Deore,Shimano,11,1.1,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,1.202180525993011e-54,False,True,True,False,False,False,False,,,False,4.445659548589599,1.3595512591208785
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M5120,Deore,Shimano,11,1.1,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,3.219182929481043e-58,False,True,True,False,False,False,False,,,False,4.597789364034627,1.370515382178305
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 11-Speed derailleur/12-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M5120,Deore,Shimano,11,1.1,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,9.161893592778202e-47,False,True,True,False,False,False,True,,,True,4.741619557832798,1.3339683053202167
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 12-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,9.065420041245617e-120,False,True,True,False,False,False,False,,,False,3.8735101008259663,1.5225305873074804
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 12-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,1.850504570985552e-102,False,True,True,False,False,False,False,,,False,4.070949395119599,1.4849372394727278
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 12-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,9.065420041245617e-120,False,True,True,False,False,False,False,,,False,4.5609162352545525,1.5225305873074804
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 12-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,3.9635313826436346e-104,False,True,True,False,False,False,False,,,False,4.044607295233596,1.488696574256203
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 12-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,9.065420041245617e-120,False,True,True,False,False,False,False,,,False,4.546654327916282,1.5225305873074804
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 12-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,7.436229484851708e-68,False,True,True,False,False,False,False,,,False,3.860970592737056,1.3984725394527968
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 12-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,5.87968036935481e-72,False,True,True,False,False,False,False,,,False,3.9805079045135354,1.4097505438032225
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Deore 12-Speed derailleur/12-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,9.178915054919395e-59,False,True,True,False,False,False,False,,,False,4.080719163876246,1.37215719596847
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano GRX 10-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,3.3903890765420345e-06,False,True,True,False,False,False,False,,,False,1.5605566919852023,1.1297868530591415
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano GRX 10-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,0.0008844025542660183,False,True,True,False,False,False,False,,,False,1.1949451731109473,1.101890881378669
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano GRX 10-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,3.3903890765420345e-06,False,True,True,False,False,False,True,,,True,1.951806986015251,1.1297868530591415
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano GRX 10-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,0.0005462219217075891,False,True,False,False,False,False,False,,,False,1.1555283279203235,1.1046804785467161
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano GRX 10-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,3.3903890765420345e-06,False,True,True,False,False,False,False,,,False,1.9283138289159978,1.1297868530591415
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano GRX 10-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,0.773864849368473,False,False,False,False,False,False,False,,,False,0.17752047162903067,1.037730146513582
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano GRX 10-Speed derailleur/11-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,0.4942701095789639,False,False,False,False,False,False,False,,,False,0.3556662611410897,1.0460989380177237
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano GRX 10-Speed derailleur/12-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,0.5240165461214774,False,False,False,False,False,False,True,,,True,0.061455479845291226,1.018202966337251
Mixed,Sensah Empire Pro 12-Speed shifter/Shimano Tiagra 4600 10-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD-4601-SS,Tiagra 4600,Shimano,10,1.67,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,0.0077917013754329025,False,True,False,True,False,False,True,,,True,0.6415758362926526,0.9754560376708866
