180 Deg. Turns,Cable Pull (mm),Measurement (deg),Is Outlier
0,,-0.4,
1,,-0.3,
2,,-0.3,
3,,-0.3,
4,,-0.2,
5,,-0.1,
6,,0,
7,,0.1,
8,,0.1,
9,,0.2,
10,,0.2,
11,,0.4,
12,,0.3,
13,,0.4,
14,,0.4,
15,,0.5,
16,,0.5,
17,,0.6,
18,,0.6,
19,,0.7,
20,,0.7,
21,,0.8,
22,,0.8,
23,,0.9,
24,,0.9,
25,,1,
26,,1,
27,,1.1,
28,,1.2,
29,,1.3,
30,,1.3,
