brand,name,shifterPartNumber,shifterName,shifterBrand,shifterSpeeds,shifterCablePull,shifterType,shifterSide,derailleurPartNumber,derailleurName,derailleurBrand,derailleurDesignSpeeds,derailleurPullRatio,derailleurSupportsMultipleFrontChainrings,cassettePartNumber,cassetteName,cassetteBrand,cassetteSpeeds,cassettePitch,cassetteMinMaxToothAvailable,cassetteMaxToothAvailable,confidence,supported,confidence_too_low,max_chain_angle_too_high,barrel_adjuster_too_low,least_pull_too_low,not_enough_range_on_derailleur,smallest_cassette_too_big_official_max_tooth,smallest_cassette_too_big_unofficial_max_tooth,smallest_cassette_too_big_with_goat_link,smallest_cassette_too_big,maxChainAngle,motionMultiplier,numberOfShiftsMatchesCogs,moreCogsThanShifts,failedAnyCriteria
Mixed,Microshift Advent X 10-Speed shifter/Shimano Deore 11-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-M5120,Deore,Shimano,11,1.1,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,0.017536646819285663,False,True,False,False,False,False,True,,,True,0.20001644842472854,0.9703262266858657,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Deore 12-Speed derailleur/9-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,0.012842712255755756,False,True,False,False,False,False,False,,,False,1.1485656007656735,1.1074861028585283,False,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Deore 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,0.12888806070203618,False,False,False,False,False,False,False,,,False,0.6659197862692008,1.0801407669854783,True,False,False
Mixed,Microshift Advent X 10-Speed shifter/Shimano Deore 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,0.012842712255755756,False,True,False,False,False,False,False,,,False,1.1542987502385453,1.1074861028585283,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Deore 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,0.10621082437884041,False,False,False,False,False,False,False,,,False,0.7008537186474526,1.0828753005727834,True,False,False
Mixed,Microshift Advent X 10-Speed shifter/Shimano Deore 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,0.012842712255755756,False,True,False,False,False,False,False,,,False,1.1387864901486608,1.1074861028585283,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Deore 12-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,0.4767256984578933,False,False,False,False,False,False,False,,,False,0.06995020097889607,1.0172464944774633,False,True,False
Mixed,Microshift Advent X 10-Speed shifter/Shimano Deore 12-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,0.6739751125518934,False,False,False,False,False,False,False,,,False,0.1450412781827846,1.0254500952393781,False,True,False
Mixed,Microshift Advent X 10-Speed shifter/Shimano Deore 12-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-M6100,Deore,Shimano,12,1.07,False,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,0.16443818687599082,False,False,False,False,False,False,False,,,False,0.012234602884863971,0.9981047593663281,False,True,False
Mixed,Microshift Advent X 10-Speed shifter/Shimano GRX 10-Speed derailleur/9-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,2.1507311826915763e-14,False,True,True,False,False,False,False,False,,False,3.3048159147161202,0.8218049932041074,False,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano GRX 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,3.110686200089756e-17,False,True,True,False,False,False,False,,,False,4.488881515108816,0.8015135118904257,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano GRX 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,2.1507311826915763e-14,False,True,True,False,False,False,True,False,,False,4.194430180046658,0.8218049932041074,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano GRX 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,1.6812260887654355e-16,False,True,True,False,False,False,False,,,False,4.619731519803228,0.8035426600217939,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano GRX 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,2.1507311826915763e-14,False,True,True,False,False,False,False,,,False,3.9656508603293124,0.8218049932041074,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano GRX 10-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,6.497070881263469e-24,False,True,True,True,False,False,False,,,False,5.621545534320166,0.754843104868958,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano GRX 10-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,5.633333293640102e-23,False,True,True,True,False,False,False,,,False,5.475508140087834,0.7609305492630625,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano GRX 10-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX400,GRX,Shimano,10,1.45,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,3.5154529711671944e-26,False,True,True,True,False,False,True,True,,True,5.871710272409442,0.7406390679493807,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Tiagra 4600 10-Speed derailleur/9-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-4601-SS,Tiagra 4600,Shimano,10,1.67,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,1.5941654365524679e-31,False,True,True,True,True,False,True,,,True,6.370614031347929,0.7095450263369855,False,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Tiagra 4600 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-4601-SS,Tiagra 4600,Shimano,10,1.67,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,9.141154081104978e-35,False,True,True,True,True,False,False,,,False,6.418087829103387,0.6920253960570599,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Tiagra 4600 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-4601-SS,Tiagra 4600,Shimano,10,1.67,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,1.5941654365524679e-31,False,True,True,True,True,False,True,,,True,5.857828496667812,0.7095450263369855,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Tiagra 4600 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-4601-SS,Tiagra 4600,Shimano,10,1.67,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,1.961759187649538e-34,False,True,True,True,True,False,False,,,False,6.465593265312516,0.6937773590850524,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Tiagra 4600 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-4601-SS,Tiagra 4600,Shimano,10,1.67,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,1.5941654365524679e-31,False,True,True,True,True,False,False,,,False,5.591652394805218,0.7095450263369855,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Tiagra 4600 10-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-4601-SS,Tiagra 4600,Shimano,10,1.67,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,7.47123887959914e-43,False,True,True,True,True,False,False,,,False,8.2640008020029,0.6517302464132312,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Tiagra 4600 10-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-4601-SS,Tiagra 4600,Shimano,10,1.67,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,9.512471145342927e-42,False,True,True,True,True,False,False,,,False,8.02788419986958,0.6569861354972087,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Tiagra 4600 10-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-4601-SS,Tiagra 4600,Shimano,10,1.67,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,1.7255774794034375e-45,False,True,True,True,True,True,True,,,True,8.543739388038995,0.6394665052172832,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra 9-Speed derailleur/9-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-6500,Ultegra,Shimano,9,1.64,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,1.4370415820663273e-28,False,True,True,False,False,False,True,,,True,4.735467085668788,0.7263616336081001,False,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra 9-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-6500,Ultegra,Shimano,9,1.64,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,1.001393660001506e-31,False,True,True,False,False,False,False,,,False,5.269978265907515,0.708426778457283,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra 9-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-6500,Ultegra,Shimano,9,1.64,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,1.4370415820663273e-28,False,True,True,False,False,False,True,,,True,4.897127955479187,0.7263616336081001,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra 9-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-6500,Ultegra,Shimano,9,1.64,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,2.109292057087142e-31,False,True,True,False,False,False,False,,,False,5.294688395899739,0.7102202639723646,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra 9-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-6500,Ultegra,Shimano,9,1.64,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,1.4370415820663273e-28,False,True,True,False,False,False,False,,,False,4.73528353877332,0.7263616336081001,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra 9-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-6500,Ultegra,Shimano,9,1.64,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,1.1962121846977533e-39,False,True,True,False,False,False,False,,,False,6.824572250469302,0.6671766116104032,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra 9-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-6500,Ultegra,Shimano,9,1.64,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,1.4574162414269741e-38,False,True,True,False,False,False,False,,,False,6.625080818563709,0.6725570681556483,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra 9-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-6500,Ultegra,Shimano,9,1.64,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,3.042304339101842e-42,False,True,True,False,False,False,True,,,True,7.035748626005788,0.654622213004831,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra RX 11-Speed derailleur/9-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX800,Ultegra RX,Shimano,11,1.51,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,3.538703237941683e-19,False,True,True,False,False,False,True,,,True,4.431506369782812,0.7870535042229794,False,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra RX 11-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX800,Ultegra RX,Shimano,11,1.51,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,5.734396037777947e-22,False,True,True,False,False,False,False,,,False,5.664716380646234,0.7676200843656219,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra RX 11-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX800,Ultegra RX,Shimano,11,1.51,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,3.538703237941683e-19,False,True,True,False,False,False,True,,,True,5.407481438090108,0.7870535042229794,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra RX 11-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX800,Ultegra RX,Shimano,11,1.51,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,1.1135308374643952e-21,False,True,True,False,False,False,False,,,False,5.806283183455361,0.7695634263513577,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra RX 11-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX800,Ultegra RX,Shimano,11,1.51,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,3.538703237941683e-19,False,True,True,False,False,False,False,,,False,5.174055272792949,0.7870535042229794,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra RX 11-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX800,Ultegra RX,Shimano,11,1.51,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,3.679177260664707e-29,False,True,True,True,True,False,False,,,False,6.744263717762925,0.7229232186936996,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra RX 11-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX800,Ultegra RX,Shimano,11,1.51,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,3.6750746219989675e-28,False,True,True,True,True,False,False,,,False,6.605526788713262,0.7287532446509069,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/Shimano Ultegra RX 11-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-RX800,Ultegra RX,Shimano,11,1.51,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,1.4518506659082529e-31,False,True,True,True,True,False,True,,,True,6.99666079934399,0.7093198247935493,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM Apex 1 11-Speed derailleur/9-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-APX-1-A1,Apex 1,SRAM,11,1.22,False,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,0.01687305331049968,False,True,False,False,False,False,False,,,False,0.20985410634716148,0.9699256500126748,False,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM Apex 1 11-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-APX-1-A1,Apex 1,SRAM,11,1.22,False,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,0.0012010582067973528,False,True,False,False,False,False,False,,,False,0.609386387016714,0.9459768685308805,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM Apex 1 11-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-APX-1-A1,Apex 1,SRAM,11,1.22,False,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,0.01687305331049968,False,True,False,False,False,False,False,,,False,0.34161947076108623,0.9699256500126748,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM Apex 1 11-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-APX-1-A1,Apex 1,SRAM,11,1.22,False,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,0.0016120805679391303,False,True,False,False,False,False,False,,,False,0.6823539060169649,0.9483717466790599,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM Apex 1 11-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-APX-1-A1,Apex 1,SRAM,11,1.22,False,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,0.01687305331049968,False,True,False,False,False,False,False,,,False,0.15994374728854377,0.9699256500126748,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM Apex 1 11-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-APX-1-A1,Apex 1,SRAM,11,1.22,False,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,2.0836993063658048e-07,False,True,True,False,False,False,False,,,False,1.5876117064847286,0.8908946711227533,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM Apex 1 11-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-APX-1-A1,Apex 1,SRAM,11,1.22,False,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,7.934917056656383e-07,False,True,True,False,False,False,False,,,False,1.456712551641354,0.8980793055672917,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM Apex 1 11-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-APX-1-A1,Apex 1,SRAM,11,1.22,False,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,7.202744815641705e-09,False,True,True,False,False,False,True,,,True,1.7827146171407948,0.8741305240854972,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM GX 10-Speed derailleur/9-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-GX-T21-A1,GX,SRAM,10,1.33,True,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,3.068285427403511e-07,False,True,True,False,False,False,False,False,,False,1.4529106436825185,0.8929395832017285,False,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM GX 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-GX-T21-A1,GX,SRAM,10,1.33,True,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,3.613729115011916e-09,False,True,True,False,False,False,False,,,False,2.4871331726549655,0.8708916922584761,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM GX 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-GX-T21-A1,GX,SRAM,10,1.33,True,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,3.068285427403511e-07,False,True,True,False,False,False,True,False,,False,2.218629009477434,0.8929395832017285,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM GX 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-GX-T21-A1,GX,SRAM,10,1.33,True,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,5.787241826352204e-09,False,True,True,False,False,False,False,,,False,2.6291481979972837,0.8730964813528013,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM GX 10-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-GX-T21-A1,GX,SRAM,10,1.33,True,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,3.068285427403511e-07,False,True,True,False,False,False,False,,,False,1.9890000399712413,0.8929395832017285,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM GX 10-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-GX-T21-A1,GX,SRAM,10,1.33,True,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,1.3738574174626815e-14,False,True,True,True,True,False,False,,,False,3.5952243536694724,0.8201815430889952,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM GX 10-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-GX-T21-A1,GX,SRAM,10,1.33,True,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,8.366378830627369e-14,False,True,True,True,True,False,False,,,False,3.450847166754678,0.8267959103719709,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM GX 10-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-GX-T21-A1,GX,SRAM,10,1.33,True,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,1.9273336531401988e-16,False,True,True,True,True,False,True,True,,True,3.8446455925518537,0.8047480194287183,False,True,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/9-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,0.020832596771345687,False,True,False,False,False,False,False,,,False,1.050229827257559,1.102491498439082,False,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,0.17837431284812316,False,False,False,False,False,False,False,,,False,0.5753637995324873,1.0752694861319443,True,False,False
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,0.020832596771345687,False,True,False,False,False,False,False,,,False,1.0510747129787534,1.102491498439082,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,0.1492177217873214,False,False,False,False,False,False,False,,,False,0.6131793117971506,1.077991687362658,True,False,False
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/10-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,CS-PG-1050-A1,SRAM 10-Speed,SRAM,10,4.05,,36,0.020832596771345687,False,True,False,False,False,False,False,,,False,1.029712560597994,1.102491498439082,True,False,True
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,sram-11-speed,SRAM 11-speed,SRAM,11,3.72,,51,0.3819846834605007,False,False,False,False,False,False,False,,,False,0.03756754504560503,1.0126588578255273,False,True,False
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/11-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,shimano-11-speed,Shimano 11-speed,Shimano,11,3.75,,51,0.5587648435858366,False,False,False,False,False,False,False,,,False,0.08769542818341709,1.0208254615176686,False,True,False
Mixed,Microshift Advent X 10-Speed shifter/SRAM SX 12-Speed derailleur/12-Speed cassette,SB-M100A,Advent X,Microshift,10,3.41,drop-bar,,RD-SX-1-B1,SX,SRAM,12,1.08,False,CS-PG-1210-A1,Eagle 12-Speed,SRAM,12,3.65,50,52,0.12116446823744668,False,False,False,False,False,False,False,,,False,0.09863330729914552,0.9936034492105307,False,True,False
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/9-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,CS-LG300-9,LinkGlide 9-Speed,Shimano,9,4.05,36,46,2.8143382758197996e-17,False,True,True,False,False,False,False,,,False,2.2331897249653485,1.2734491951742561,False,False,True
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,generic-10-speed,Generic 10-Speed,Generic,10,3.95,,48,3.9325969417330807e-13,False,True,True,False,False,False,False,,,False,2.233940909900609,1.2420060051699537,False,False,True
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,CS-LG300-10,LinkGlide 10-Speed,Shimano,10,4.05,39,48,2.8143382758197996e-17,False,True,True,False,False,False,False,,,False,2.78509857533563,1.2734491951742561,False,False,True
Mixed,Sensah Empire Pro 12-Speed shifter/Campagnolo Ekar 13-Speed derailleur/10-Speed cassette,sensah-empire-pro,Empire Pro,Sensah,12,2.48,drop-bar,,RD21-EK13,Ekar,Campagnolo,13,1.28,False,CS-HG-500-10,Shimano 10-Speed,Shimano,10,3.96,,34,1.7144376250533863e-13,False,True,True,False,False,False,False,,,False,2.2196803779265064,1.2451503241703838,False,False,True
